timestamp,gold_code,buy_price,sell_price
2025-08-08,XAUUSD,3439.10009765625,3439.10009765625
2025-08-09,XAUUSD,3439.10009765625,3439.10009765625
2025-08-10,XAUUSD,3439.10009765625,3439.10009765625
2025-08-11,SJCVIETNAM,122700000.0,123900000.0
2025-08-11,XAUUSD,3353.10009765625,3353.10009765625
2025-08-12,SJCVIETNAM,122700000.0,123900000.0
2025-08-12,XAUUSD,3348.89990234375,3348.89990234375
2025-08-13,SJCVIETNAM,122700000.0,123900000.0
2025-08-13,XAUUSD,3358.699951171875,3358.699951171875
2025-08-14,SJCVIETNAM,123500000.0,124700000.0
2025-08-14,XAUUSD,3335.199951171875,3335.199951171875
2025-08-15,SJCVIETNAM,123500000.0,124500000.0
2025-08-15,XAUUSD,3336.0,3336.0
2025-08-16,XAUUSD,3336.0,3336.0
2025-08-17,XAUUSD,3336.0,3336.0
2025-08-18,SJCVIETNAM,123700000.0,124700000.0
2025-08-18,XAUUSD,3331.699951171875,3331.699951171875
2025-08-19,XAUUSD,3313.39990234375,3313.39990234375
2025-08-20,SJCVIETNAM,123800000.0,124800000.0
2025-08-20,XAUUSD,3343.39990234375,3343.39990234375
2025-08-21,SJCVIETNAM,124400000.0,125400000.0
2025-08-21,XAUUSD,3336.89990234375,3336.89990234375
2025-08-22,SJCVIETNAM,124400000.0,125400000.0
2025-08-22,XAUUSD,3374.39990234375,3374.39990234375
2025-08-23,SJCVIETNAM,125600000.0,126600000.0
2025-08-23,XAUUSD,3374.39990234375,3374.39990234375
2025-08-24,XAUUSD,3374.39990234375,3374.39990234375
2025-08-25,SJCVIETNAM,125900000.0,126900000.0
2025-08-25,XAUUSD,3373.800048828125,3373.800048828125
2025-08-26,SJCVIETNAM,126100000.0,127700000.0
2025-08-26,XAUUSD,3388.60009765625,3388.60009765625
2025-08-27,SJCVIETNAM,126000000.0,128000000.0
2025-08-27,XAUUSD,3404.60009765625,3404.60009765625
2025-08-28,SJCVIETNAM,126000000.0,128000000.0
2025-08-28,XAUUSD,3431.800048828125,3431.800048828125
2025-08-29,SJCVIETNAM,127400000.0,128900000.0
2025-08-29,XAUUSD,3473.699951171875,3473.699951171875
2025-08-30,SJCVIETNAM,129100000.0,130600000.0
2025-08-30,XAUUSD,3473.699951171875,3473.699951171875
2025-08-31,XAUUSD,3473.699951171875,3473.699951171875
2025-09-01,XAUUSD,3473.699951171875,3473.699951171875
2025-09-02,XAUUSD,3549.39990234375,3549.39990234375
2025-09-03,SJCVIETNAM,131900000.0,133400000.0
2025-09-03,XAUUSD,3593.199951171875,3593.199951171875
2025-09-04,SJCVIETNAM,132400000.0,133900000.0
2025-09-04,XAUUSD,3565.800048828125,3565.800048828125
2025-09-05,SJCVIETNAM,132900000.0,134400000.0
2025-09-05,XAUUSD,3613.199951171875,3613.199951171875
2025-09-06,SJCVIETNAM,133900000.0,135400000.0
2025-09-06,XAUUSD,3613.199951171875,3613.199951171875
2025-09-07,XAUUSD,3613.199951171875,3613.199951171875
2025-09-08,SJCVIETNAM,133100000.0,135100000.0
2025-09-08,XAUUSD,3638.10009765625,3638.10009765625
2025-09-09,SJCVIETNAM,133800000.0,135800000.0
2025-09-09,XAUUSD,3643.300048828125,3643.300048828125
2025-09-10,SJCVIETNAM,133300000.0,135300000.0
2025-09-10,XAUUSD,3643.60009765625,3643.60009765625
2025-09-11,SJCVIETNAM,133300000.0,135300000.0
2025-09-11,XAUUSD,3636.89990234375,3636.89990234375
2025-09-12,SJCVIETNAM,129500000.0,132800000.0
2025-09-12,XAUUSD,3649.39990234375,3649.39990234375
2025-09-13,SJCVIETNAM,128100000.0,131100000.0
2025-09-13,XAUUSD,3649.39990234375,3649.39990234375
2025-09-14,XAUUSD,3649.39990234375,3649.39990234375
2025-09-15,SJCVIETNAM,128400000.0,131100000.0
2025-09-15,XAUUSD,3682.199951171875,3682.199951171875
2025-09-16,SJCVIETNAM,130000000.0,132000000.0
2025-09-16,XAUUSD,3688.89990234375,3688.89990234375
2025-09-17,XAUUSD,3681.800048828125,3681.800048828125
2025-09-18,SJCVIETNAM,130000000.0,132000000.0
2025-09-18,XAUUSD,3643.699951171875,3643.699951171875
2025-09-19,SJCVIETNAM,130000000.0,132000000.0
2025-09-19,XAUUSD,3671.5,3671.5
2025-09-20,SJCVIETNAM,131000000.0,133000000.0
2025-09-20,XAUUSD,3671.5,3671.5
2025-09-21,XAUUSD,3671.5,3671.5
2025-09-22,SJCVIETNAM,131300000.0,133300000.0
2025-09-22,XAUUSD,3740.699951171875,3740.699951171875
2025-09-23,SJCVIETNAM,132600000.0,134600000.0
2025-09-23,XAUUSD,3780.60009765625,3780.60009765625
2025-09-24,SJCVIETNAM,132800000.0,134800000.0
2025-09-24,XAUUSD,3732.10009765625,3732.10009765625
2025-09-25,SJCVIETNAM,132500000.0,134500000.0
2025-09-25,XAUUSD,3736.89990234375,3736.89990234375
2025-09-26,XAUUSD,3775.300048828125,3775.300048828125
2025-09-27,SJCVIETNAM,133000000.0,135000000.0
2025-09-27,XAUUSD,3775.300048828125,3775.300048828125
2025-09-28,XAUUSD,3775.300048828125,3775.300048828125
2025-09-29,SJCVIETNAM,133500000.0,135500000.0
2025-09-29,XAUUSD,3820.89990234375,3820.89990234375
2025-09-30,SJCVIETNAM,135300000.0,137300000.0
2025-09-30,XAUUSD,3840.800048828125,3840.800048828125
2025-10-01,SJCVIETNAM,136000000.0,138000000.0
2025-10-01,XAUUSD,3867.5,3867.5
2025-10-02,SJCVIETNAM,136000000.0,138000000.0
2025-10-02,XAUUSD,3839.699951171875,3839.699951171875
2025-10-03,SJCVIETNAM,135800000.0,137800000.0
2025-10-03,XAUUSD,3880.800048828125,3880.800048828125
