datetime,fed_rate,fed_change_pct
2026-02-19 22:48:18.288,3.75,0
2026-02-19 23:33:36.424,3.75,0
2026-02-20 00:01:21.985,3.75,0
2026-02-20 00:40:32.982,3.75,0
2026-02-20 00:51:36.431,3.75,0
2026-02-20 01:25:40.423,3.75,0
2026-02-20 02:15:19.802,3.75,0
2026-02-20 02:21:11.150,3.75,0
2026-02-20 02:51:44.603,3.75,0
2026-02-20 03:28:55.163,3.75,0
2026-02-20 04:14:46.923,3.75,0
2026-02-20 04:25:23.909,3.75,0
2026-02-20 05:11:25.466,3.75,0
2026-02-20 05:37:57.079,3.75,0
2026-02-20 06:12:23.287,3.75,0
2026-02-20 06:25:25.135,3.75,0
2026-02-20 06:46:39.904,3.75,0
2026-02-20 07:24:11.966,3.75,0
2026-02-20 08:05:53.448,3.75,0
2026-02-20 08:16:16.425,3.75,0
2026-02-20 08:51:17.135,3.75,0
2026-02-20 09:18:39.641,3.75,0
2026-02-20 09:58:07.919,3.75,0
2026-02-20 10:21:01.222,3.75,0
2026-02-20 11:10:52.126,3.75,0
2026-02-20 11:38:39.445,3.75,0
2026-02-20 11:56:07.858,3.75,0
2026-02-20 12:28:53.736,3.75,0
2026-02-20 12:37:26.639,3.75,0
2026-02-20 12:56:29.231,3.75,0
2026-02-20 13:30:43.201,3.75,0
2026-02-20 13:59:24.077,3.75,0
2026-02-20 14:27:07.988,3.75,0
2026-02-20 15:15:21.293,3.75,0
2026-02-20 15:23:53.748,3.75,0
2026-02-20 16:07:35.358,3.75,0
2026-02-20 16:19:37.060,3.75,0
2026-02-20 16:48:44.912,3.75,0
2026-02-20 17:45:09.474,3.75,0
2026-02-20 18:04:44.221,3.75,0
2026-02-20 18:20:00.024,3.75,0
2026-02-20 19:00:53.111,3.75,0
2026-02-20 19:45:05.311,3.75,0
2026-02-20 20:12:45.781,3.75,0
2026-02-20 20:43:41.647,3.75,0
2026-02-20 21:00:23.154,3.75,0
2026-02-20 21:19:09.105,3.75,0
2026-02-20 22:13:14.104,3.75,0
2026-02-20 22:37:04.141,3.75,0
2026-02-20 22:56:38.466,3.75,0
2026-02-20 23:24:30.256,3.75,0
2026-02-20 23:53:26.538,3.75,0
2026-02-21 00:33:03.784,3.75,0
2026-02-21 01:01:02.028,3.75,0
2026-02-21 01:25:36.218,3.75,0
2026-02-21 02:01:28.650,3.75,0
2026-02-21 02:19:11.805,3.75,0
2026-02-21 02:46:43.317,3.75,0
2026-02-21 03:39:49.944,3.75,0
2026-02-21 03:46:50.819,3.75,0
2026-02-21 04:29:49.376,3.75,0
2026-02-21 04:46:43.105,3.75,0
2026-02-21 05:41:34.099,3.75,0
2026-02-21 05:46:15.854,3.75,0
2026-02-21 06:26:06.810,3.75,0
2026-02-21 07:15:40.467,3.75,0
2026-02-21 07:32:09.347,3.75,0
2026-02-21 08:15:46.584,3.75,0
2026-02-21 08:36:10.113,3.75,0
2026-02-21 08:55:55.896,3.75,0
2026-02-21 09:39:43.027,3.75,0
2026-02-21 09:47:16.733,3.75,0
2026-02-21 10:18:21.067,3.75,0
2026-02-21 11:02:22.811,3.75,0
2026-02-21 11:40:23.861,3.75,0
2026-02-21 12:03:22.437,3.75,0
2026-02-21 12:40:01.559,3.75,0
2026-02-21 12:47:54.967,3.75,0
2026-02-21 13:20:13.501,3.75,0
2026-02-21 14:15:18.172,3.75,0
2026-02-21 14:23:26.313,3.75,0
2026-02-21 15:15:03.844,3.75,0
2026-02-21 15:31:30.176,3.75,0
2026-02-21 16:08:44.156,3.75,0
2026-02-21 16:22:07.635,3.75,0
2026-02-21 17:12:04.724,3.75,0
2026-02-21 17:44:59.804,3.75,0
2026-02-21 17:51:31.846,3.75,0
2026-02-21 18:26:08.604,3.75,0
2026-02-21 18:55:34.828,3.75,0
2026-02-21 19:42:49.138,3.75,0
2026-02-21 19:51:54.323,3.75,0
2026-02-21 20:20:44.917,3.75,0
2026-02-21 21:09:08.823,3.75,0
2026-02-21 21:33:24.617,3.75,0
2026-02-21 22:01:02.807,3.75,0
2026-02-21 22:42:07.085,3.75,0
2026-02-21 23:06:24.441,3.75,0
2026-02-21 23:19:13.999,3.75,0
2026-02-22 00:12:48.062,3.75,0
2026-02-22 00:21:10.747,3.75,0
2026-02-22 00:51:48.003,3.75,0
2026-02-22 01:43:16.197,3.75,0
2026-02-22 01:58:44.243,3.75,0
2026-02-22 02:29:36.784,3.75,0
2026-02-22 03:05:54.846,3.75,0
2026-02-22 03:33:14.839,3.75,0
